IdEmergencia,FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
3846,2025-09-12,Independencia,Emergencia Médica,25,Patrullero,2848,ALTO,2
3847,2025-12-05,Puente Piedra,Emergencia Médica,15,Patrullero,3334,MEDIO,3
3848,2025-09-19,Puente Piedra,Rescate,54,Ambulancia,3056,MEDIO,3
3849,2025-11-29,Carabayllo,Emergencia Médica,38,Bomberos,729,MEDIO,3
3850,2025-12-13,Comas,Rescate,12,SAMU,3259,MEDIO,2
3851,2025-12-26,Independencia,Incendio,50,Ambulancia,345,ALTO,1
3852,2025-09-28,Puente Piedra,Incendio,59,SAMU,1189,ALTO,1
3853,2026-05-12,Puente Piedra,Emergencia Médica,23,Bomberos,3457,MEDIO,3
3854,2025-12-21,Puente Piedra,Incendio,35,Patrullero,3557,CRÍTICO,1
3855,2025-12-28,Los Olivos,Rescate,28,SAMU,3611,MEDIO,2
3856,2025-08-05,Carabayllo,Accidente de Tránsito,56,SAMU,1361,ALTO,1
3857,2025-08-04,Puente Piedra,Incendio,60,Ambulancia,3425,ALTO,1
3858,2026-04-08,Comas,Rescate,31,Bomberos,1824,ALTO,2
3859,2026-02-13,Independencia,Incendio,21,SAMU,4056,ALTO,1
3860,2026-02-12,Los Olivos,Emergencia Médica,58,Ambulancia,1922,ALTO,2
3861,2025-08-11,Carabayllo,Incendio,22,SAMU,2588,ALTO,1
3862,2026-03-29,Comas,Emergencia Médica,43,Patrullero,4762,BAJO,2
3863,2025-08-19,Comas,Emergencia Médica,54,SAMU,4428,MEDIO,2
3864,2026-02-04,Comas,Rescate,37,Patrullero,2278,BAJO,2
3865,2026-01-01,Comas,Rescate,16,Patrullero,3983,MEDIO,3
3866,2025-11-09,Los Olivos,Accidente de Tránsito,43,SAMU,3896,CRÍTICO,1
3867,2026-05-31,Independencia,Emergencia Médica,56,Patrullero,1096,MEDIO,3
3868,2025-07-31,Comas,Incendio,24,Bomberos,4930,CRÍTICO,1
3869,2026-07-02,Puente Piedra,Accidente de Tránsito,25,Ambulancia,3519,CRÍTICO,1
3870,2025-09-12,Carabayllo,Rescate,51,SAMU,4379,BAJO,2
3871,2025-10-28,Puente Piedra,Emergencia Médica,26,Ambulancia,3527,ALTO,3
3872,2026-04-13,Los Olivos,Rescate,29,Patrullero,1672,ALTO,3
3873,2025-12-12,Independencia,Incendio,60,Ambulancia,4177,CRÍTICO,1
3874,2025-10-13,Comas,Incendio,19,Ambulancia,3288,ALTO,1
3875,2026-04-22,Independencia,Emergencia Médica,50,Patrullero,2359,MEDIO,3
3876,2026-04-18,Comas,Accidente de Tránsito,34,Bomberos,1812,CRÍTICO,1
3877,2026-02-21,Carabayllo,Accidente de Tránsito,60,SAMU,2403,ALTO,1
3878,2025-12-09,Los Olivos,Rescate,18,Patrullero,3504,BAJO,2
3879,2025-09-01,Puente Piedra,Rescate,53,Bomberos,570,ALTO,3
3880,2025-11-22,Puente Piedra,Rescate,52,Ambulancia,2448,ALTO,2
3881,2026-06-21,Independencia,Accidente de Tránsito,37,SAMU,4874,CRÍTICO,1
3882,2026-05-23,Puente Piedra,Accidente de Tránsito,55,Patrullero,2746,ALTO,1
3883,2025-07-10,Puente Piedra,Emergencia Médica,17,SAMU,664,BAJO,2
3884,2026-01-13,Comas,Emergencia Médica,16,Bomberos,3579,BAJO,2
3885,2025-10-25,Carabayllo,Incendio,7,Patrullero,4640,ALTO,1
3886,2025-09-03,Carabayllo,Emergencia Médica,50,Ambulancia,4067,MEDIO,2
3887,2025-08-25,Los Olivos,Incendio,49,Patrullero,4071,ALTO,1
3888,2025-11-05,Independencia,Incendio,18,Ambulancia,1341,ALTO,1
3889,2026-04-02,Los Olivos,Accidente de Tránsito,12,Bomberos,1071,ALTO,1
3890,2025-10-24,Independencia,Emergencia Médica,45,SAMU,2767,MEDIO,2
3891,2026-02-05,Puente Piedra,Incendio,46,Patrullero,3491,CRÍTICO,1
3892,2025-07-08,Comas,Emergencia Médica,48,Ambulancia,1062,ALTO,2
3893,2026-02-03,Comas,Emergencia Médica,48,SAMU,4707,MEDIO,2
3894,2025-11-18,Puente Piedra,Rescate,9,Patrullero,3163,MEDIO,3
3895,2026-03-10,Puente Piedra,Incendio,43,Bomberos,2592,ALTO,1
3896,2025-10-07,Puente Piedra,Accidente de Tránsito,44,Patrullero,4832,CRÍTICO,1
3897,2026-04-22,Independencia,Incendio,21,Ambulancia,2534,CRÍTICO,1
3898,2026-01-17,Carabayllo,Accidente de Tránsito,20,Bomberos,1123,CRÍTICO,1
3899,2026-02-21,Los Olivos,Emergencia Médica,60,Bomberos,4386,ALTO,3
3900,2025-12-03,Independencia,Accidente de Tránsito,46,Patrullero,1788,ALTO,1
3901,2026-01-16,Independencia,Rescate,15,SAMU,2638,BAJO,2
3902,2026-03-21,Carabayllo,Incendio,21,Bomberos,1256,CRÍTICO,1
3903,2026-01-27,Comas,Emergencia Médica,11,Bomberos,819,ALTO,2
3904,2025-09-15,Carabayllo,Emergencia Médica,50,Patrullero,3011,BAJO,2
3905,2025-12-16,Los Olivos,Emergencia Médica,43,SAMU,1389,ALTO,3
3906,2026-01-15,Carabayllo,Incendio,17,SAMU,4822,ALTO,1
3907,2025-12-10,Comas,Accidente de Tránsito,38,Ambulancia,2410,ALTO,1
3908,2025-09-06,Los Olivos,Emergencia Médica,38,Ambulancia,3753,BAJO,2
3909,2026-01-11,Los Olivos,Emergencia Médica,14,Bomberos,1199,MEDIO,3
3910,2026-05-29,Comas,Incendio,49,SAMU,4964,ALTO,1
3911,2025-09-15,Los Olivos,Rescate,30,Ambulancia,1978,BAJO,2
3912,2026-02-04,Independencia,Emergencia Médica,43,Patrullero,351,ALTO,3
3913,2025-09-19,Los Olivos,Emergencia Médica,38,Bomberos,881,ALTO,3
3914,2026-04-16,Comas,Accidente de Tránsito,55,Bomberos,2850,CRÍTICO,1
3915,2025-10-03,Los Olivos,Accidente de Tránsito,34,Bomberos,3598,CRÍTICO,1
3916,2026-04-24,Independencia,Emergencia Médica,7,Bomberos,2643,ALTO,3
3917,2026-02-25,Los Olivos,Incendio,18,Ambulancia,1261,ALTO,1
3918,2025-07-18,Carabayllo,Incendio,54,Ambulancia,4708,ALTO,1
3919,2026-06-02,Puente Piedra,Accidente de Tránsito,48,Ambulancia,4891,ALTO,1
3920,2025-12-06,Independencia,Emergencia Médica,21,SAMU,1183,ALTO,3
3921,2025-09-22,Los Olivos,Accidente de Tránsito,21,Ambulancia,3026,CRÍTICO,1
3922,2026-05-13,Comas,Accidente de Tránsito,28,Ambulancia,591,ALTO,1
3923,2025-12-05,Puente Piedra,Incendio,34,SAMU,2975,ALTO,1
3924,2026-02-19,Carabayllo,Rescate,39,SAMU,3120,BAJO,3
3925,2026-02-19,Los Olivos,Rescate,50,Bomberos,2626,BAJO,2
3926,2026-03-07,Independencia,Emergencia Médica,17,SAMU,3281,MEDIO,2
3927,2025-11-07,Carabayllo,Rescate,15,Ambulancia,2321,MEDIO,2
3928,2026-01-10,Independencia,Rescate,22,Bomberos,736,BAJO,2
3929,2026-04-16,Los Olivos,Accidente de Tránsito,35,Bomberos,306,ALTO,1
3930,2026-02-26,Puente Piedra,Rescate,47,Patrullero,792,BAJO,3
3931,2026-04-20,Los Olivos,Emergencia Médica,31,SAMU,1357,MEDIO,3
3932,2026-01-17,Carabayllo,Rescate,23,Ambulancia,3985,ALTO,2
3933,2026-03-26,Puente Piedra,Incendio,28,Bomberos,1314,CRÍTICO,1
3934,2025-12-05,Carabayllo,Incendio,15,Patrullero,862,ALTO,1
3935,2025-09-22,Carabayllo,Accidente de Tránsito,28,Ambulancia,1786,CRÍTICO,1
3936,2025-09-29,Puente Piedra,Incendio,26,Patrullero,1397,ALTO,1
3937,2026-06-03,Independencia,Rescate,22,Bomberos,3528,MEDIO,3
3938,2026-03-30,Independencia,Rescate,39,Ambulancia,3886,MEDIO,3
3939,2025-07-23,Comas,Rescate,44,SAMU,993,BAJO,2
3940,2025-12-10,Los Olivos,Rescate,7,Bomberos,747,MEDIO,3
3941,2025-08-27,Carabayllo,Accidente de Tránsito,59,Bomberos,1152,CRÍTICO,1
3942,2025-07-24,Carabayllo,Accidente de Tránsito,16,Bomberos,2889,ALTO,1
3943,2025-12-13,Independencia,Incendio,30,Ambulancia,2815,ALTO,1
3944,2026-01-03,Comas,Incendio,34,Patrullero,2075,ALTO,1
3945,2025-10-04,Los Olivos,Rescate,24,Patrullero,3891,ALTO,2
3946,2026-04-25,Puente Piedra,Rescate,55,Ambulancia,2977,MEDIO,2
3947,2026-07-04,Independencia,Incendio,13,SAMU,2419,ALTO,1
3948,2025-08-21,Independencia,Incendio,32,SAMU,4917,CRÍTICO,1
3949,2026-02-15,Puente Piedra,Emergencia Médica,53,SAMU,3750,ALTO,3
3950,2026-02-27,Puente Piedra,Incendio,31,SAMU,3477,ALTO,1
3951,2026-06-25,Los Olivos,Emergencia Médica,47,Patrullero,3841,BAJO,3
3952,2026-06-14,Independencia,Incendio,40,SAMU,2857,ALTO,1
3953,2026-03-06,Puente Piedra,Incendio,20,SAMU,1181,ALTO,1
3954,2026-05-21,Los Olivos,Rescate,24,SAMU,1653,ALTO,2
3955,2026-02-19,Carabayllo,Accidente de Tránsito,6,Patrullero,1053,CRÍTICO,1
3956,2025-08-03,Carabayllo,Incendio,55,Patrullero,2054,ALTO,1
3957,2026-02-10,Independencia,Incendio,19,Patrullero,2030,CRÍTICO,1
3958,2026-01-11,Los Olivos,Emergencia Médica,60,SAMU,484,ALTO,2
3959,2026-04-20,Independencia,Rescate,15,Patrullero,4586,MEDIO,3
3960,2025-09-20,Independencia,Accidente de Tránsito,27,Ambulancia,2086,ALTO,1
3961,2025-11-02,Puente Piedra,Emergencia Médica,31,Patrullero,1879,BAJO,3
3962,2025-11-24,Puente Piedra,Accidente de Tránsito,32,Bomberos,864,CRÍTICO,1
3963,2026-02-23,Puente Piedra,Rescate,47,SAMU,3126,BAJO,2
3964,2025-09-27,Independencia,Incendio,50,Ambulancia,2810,CRÍTICO,1
3965,2025-10-19,Independencia,Accidente de Tránsito,7,Patrullero,4256,CRÍTICO,1
3966,2026-01-31,Carabayllo,Emergencia Médica,30,Bomberos,2298,BAJO,2
3967,2025-11-06,Independencia,Accidente de Tránsito,18,Patrullero,4204,ALTO,1
3968,2026-04-05,Puente Piedra,Incendio,55,Bomberos,2368,CRÍTICO,1
3969,2025-10-26,Carabayllo,Emergencia Médica,37,SAMU,1912,MEDIO,2
3970,2025-12-06,Independencia,Emergencia Médica,46,Bomberos,2783,ALTO,2
3971,2025-09-10,Independencia,Rescate,59,SAMU,4826,BAJO,3
3972,2025-10-22,Puente Piedra,Emergencia Médica,32,Patrullero,3155,BAJO,3
3973,2026-02-27,Independencia,Emergencia Médica,39,Patrullero,2381,ALTO,2
3974,2026-02-26,Carabayllo,Accidente de Tránsito,60,Bomberos,1033,CRÍTICO,1
3975,2025-07-20,Independencia,Rescate,10,Bomberos,814,ALTO,3
3976,2026-05-12,Los Olivos,Emergencia Médica,36,Ambulancia,3393,BAJO,3
3977,2026-03-18,Comas,Incendio,51,Bomberos,2995,CRÍTICO,1
3978,2026-06-22,Carabayllo,Emergencia Médica,35,Bomberos,2228,BAJO,2
3979,2025-12-06,Independencia,Incendio,23,SAMU,1962,CRÍTICO,1
3980,2025-08-14,Carabayllo,Rescate,14,Bomberos,2111,BAJO,3
3981,2025-11-20,Independencia,Incendio,19,Ambulancia,4063,ALTO,1
3982,2026-04-10,Carabayllo,Accidente de Tránsito,22,Patrullero,764,ALTO,1
3983,2025-09-11,Independencia,Emergencia Médica,32,Ambulancia,3432,MEDIO,3
3984,2025-10-31,Independencia,Rescate,9,SAMU,1531,BAJO,2
3985,2026-01-09,Los Olivos,Incendio,9,Ambulancia,3896,CRÍTICO,1
3986,2025-12-17,Independencia,Rescate,27,Patrullero,4977,MEDIO,2
3987,2026-06-09,Los Olivos,Incendio,53,Patrullero,942,CRÍTICO,1
3988,2025-11-25,Los Olivos,Accidente de Tránsito,14,Bomberos,4176,ALTO,1
3989,2026-03-27,Carabayllo,Incendio,41,SAMU,4674,CRÍTICO,1
3990,2025-08-13,Los Olivos,Accidente de Tránsito,49,Ambulancia,1585,ALTO,1
3991,2025-12-19,Comas,Emergencia Médica,40,Bomberos,1419,ALTO,2
3992,2026-01-21,Carabayllo,Accidente de Tránsito,44,Patrullero,1596,ALTO,1
3993,2025-09-19,Puente Piedra,Rescate,11,Patrullero,4789,BAJO,2
3994,2026-03-08,Comas,Emergencia Médica,31,SAMU,693,ALTO,2
3995,2025-08-10,Los Olivos,Incendio,11,Bomberos,4741,CRÍTICO,1
3996,2025-09-19,Puente Piedra,Incendio,7,Bomberos,729,CRÍTICO,1
3997,2025-11-28,Comas,Emergencia Médica,33,Patrullero,764,BAJO,3
3998,2026-06-16,Puente Piedra,Emergencia Médica,26,SAMU,836,MEDIO,3
3999,2025-09-14,Independencia,Incendio,45,SAMU,3777,ALTO,1
4000,2025-09-06,Carabayllo,Accidente de Tránsito,44,Ambulancia,4775,CRÍTICO,1
4001,2025-10-13,Comas,Rescate,47,Ambulancia,1051,BAJO,2
4002,2026-04-02,Puente Piedra,Emergencia Médica,58,Ambulancia,4870,ALTO,3
4003,2026-06-06,Comas,Accidente de Tránsito,24,SAMU,2019,CRÍTICO,1
4004,2025-07-12,Carabayllo,Accidente de Tránsito,53,SAMU,1998,ALTO,1
4005,2026-01-25,Independencia,Accidente de Tránsito,32,Ambulancia,3704,CRÍTICO,1
4006,2026-03-03,Los Olivos,Emergencia Médica,11,SAMU,807,MEDIO,3
4007,2026-06-01,Puente Piedra,Rescate,10,Ambulancia,3363,ALTO,3
4008,2025-10-16,Carabayllo,Rescate,18,SAMU,3221,BAJO,3
4009,2026-07-04,Comas,Emergencia Médica,50,Patrullero,3285,BAJO,2
4010,2026-02-15,Independencia,Rescate,41,Patrullero,531,MEDIO,2
4011,2025-08-05,Puente Piedra,Rescate,22,SAMU,4997,BAJO,3
4012,2026-05-04,Los Olivos,Rescate,24,SAMU,539,MEDIO,2
4013,2025-11-26,Carabayllo,Incendio,16,Bomberos,1986,CRÍTICO,1
4014,2026-03-01,Comas,Accidente de Tránsito,28,Bomberos,1204,ALTO,1
4015,2026-02-23,Los Olivos,Accidente de Tránsito,25,Patrullero,4003,ALTO,1
4016,2025-10-14,Puente Piedra,Rescate,41,SAMU,1390,ALTO,2
4017,2025-12-28,Carabayllo,Rescate,20,Bomberos,2228,MEDIO,3
4018,2026-03-04,Independencia,Incendio,20,Bomberos,3920,CRÍTICO,1
4019,2025-09-30,Independencia,Rescate,34,Bomberos,2324,BAJO,3
4020,2026-04-24,Carabayllo,Emergencia Médica,37,Patrullero,2756,ALTO,3
4021,2025-08-23,Carabayllo,Emergencia Médica,55,Patrullero,1455,BAJO,3
4022,2025-11-05,Puente Piedra,Accidente de Tránsito,54,Bomberos,4596,ALTO,1
4023,2026-03-15,Independencia,Incendio,44,Patrullero,996,CRÍTICO,1
4024,2025-07-31,Carabayllo,Incendio,48,Bomberos,1187,CRÍTICO,1
4025,2026-01-21,Comas,Incendio,5,Bomberos,4324,ALTO,1
4026,2026-04-09,Carabayllo,Emergencia Médica,34,Patrullero,712,BAJO,3
4027,2025-09-10,Carabayllo,Accidente de Tránsito,49,Patrullero,4295,CRÍTICO,1
4028,2026-05-16,Los Olivos,Accidente de Tránsito,53,SAMU,2562,CRÍTICO,1
4029,2025-11-26,Independencia,Accidente de Tránsito,26,Ambulancia,2986,CRÍTICO,1
4030,2026-01-16,Comas,Emergencia Médica,47,Patrullero,3274,MEDIO,3
4031,2026-01-20,Los Olivos,Rescate,38,SAMU,2587,BAJO,3
4032,2025-12-11,Carabayllo,Accidente de Tránsito,10,Patrullero,3880,CRÍTICO,1
4033,2026-06-07,Carabayllo,Rescate,54,SAMU,1623,ALTO,2
4034,2026-05-14,Carabayllo,Emergencia Médica,20,Ambulancia,1746,BAJO,3
4035,2025-10-09,Los Olivos,Emergencia Médica,48,Patrullero,3429,ALTO,3
4036,2026-05-03,Independencia,Incendio,44,Ambulancia,4518,ALTO,1
4037,2026-04-23,Puente Piedra,Accidente de Tránsito,34,SAMU,1939,CRÍTICO,1
4038,2026-04-25,Comas,Incendio,35,SAMU,3939,ALTO,1
4039,2025-09-24,Los Olivos,Incendio,50,SAMU,1896,CRÍTICO,1
4040,2025-11-12,Comas,Rescate,49,SAMU,319,MEDIO,3
4041,2026-06-11,Independencia,Rescate,18,Ambulancia,1442,MEDIO,3
4042,2026-06-02,Carabayllo,Accidente de Tránsito,8,SAMU,673,ALTO,1
4043,2026-04-14,Comas,Accidente de Tránsito,39,Bomberos,676,ALTO,1
4044,2026-02-12,Los Olivos,Rescate,56,SAMU,3377,ALTO,2
4045,2025-07-21,Independencia,Accidente de Tránsito,44,SAMU,3514,CRÍTICO,1
4046,2026-03-09,Carabayllo,Rescate,12,Patrullero,2134,MEDIO,3
4047,2025-11-16,Puente Piedra,Rescate,50,Ambulancia,3590,BAJO,2
4048,2026-01-15,Puente Piedra,Accidente de Tránsito,45,Patrullero,2118,ALTO,1
4049,2025-11-27,Los Olivos,Emergencia Médica,51,SAMU,361,ALTO,3
4050,2025-10-19,Los Olivos,Rescate,24,Ambulancia,2006,MEDIO,3
4051,2026-05-14,Independencia,Incendio,38,Ambulancia,4791,CRÍTICO,1
4052,2026-06-14,Puente Piedra,Rescate,49,SAMU,3629,BAJO,2
4053,2025-12-04,Independencia,Emergencia Médica,30,SAMU,2413,ALTO,3
4054,2026-06-08,Carabayllo,Accidente de Tránsito,47,Patrullero,4170,ALTO,1
4055,2026-05-11,Puente Piedra,Incendio,7,Bomberos,312,CRÍTICO,1
4056,2026-06-29,Los Olivos,Accidente de Tránsito,15,Bomberos,2133,ALTO,1
4057,2025-07-14,Los Olivos,Rescate,37,Patrullero,1548,MEDIO,2
4058,2025-11-25,Los Olivos,Emergencia Médica,24,Ambulancia,1074,MEDIO,3
4059,2026-04-20,Comas,Emergencia Médica,16,Patrullero,2779,ALTO,2
4060,2026-03-16,Puente Piedra,Incendio,41,Patrullero,2494,CRÍTICO,1
4061,2026-03-02,Los Olivos,Incendio,17,Bomberos,2428,ALTO,1
4062,2025-10-10,Puente Piedra,Emergencia Médica,41,Ambulancia,3761,BAJO,2
4063,2026-01-14,Carabayllo,Accidente de Tránsito,60,Ambulancia,4293,CRÍTICO,1
4064,2026-04-09,Carabayllo,Emergencia Médica,47,Bomberos,4692,ALTO,2
4065,2026-03-07,Carabayllo,Incendio,42,Ambulancia,2390,CRÍTICO,1
4066,2025-10-26,Los Olivos,Accidente de Tránsito,48,Patrullero,3135,CRÍTICO,1
4067,2026-04-25,Puente Piedra,Emergencia Médica,18,Ambulancia,1276,BAJO,2
4068,2025-07-25,Carabayllo,Incendio,48,Ambulancia,2567,ALTO,1
4069,2026-02-10,Independencia,Accidente de Tránsito,46,Ambulancia,4688,ALTO,1
4070,2025-11-05,Independencia,Emergencia Médica,58,Ambulancia,3604,BAJO,3
4071,2026-02-19,Carabayllo,Accidente de Tránsito,19,Ambulancia,3246,ALTO,1
4072,2025-09-08,Carabayllo,Accidente de Tránsito,48,SAMU,1345,ALTO,1
4073,2025-09-25,Los Olivos,Emergencia Médica,48,SAMU,1257,BAJO,3
4074,2026-05-09,Puente Piedra,Incendio,34,Bomberos,1292,ALTO,1
4075,2026-06-19,Comas,Emergencia Médica,18,Patrullero,1995,BAJO,2
4076,2026-05-07,Comas,Incendio,37,SAMU,3217,ALTO,1
4077,2025-07-17,Los Olivos,Incendio,39,Bomberos,1254,CRÍTICO,1
4078,2025-11-26,Independencia,Rescate,60,Patrullero,561,ALTO,2
4079,2025-10-13,Los Olivos,Incendio,14,Bomberos,2595,CRÍTICO,1
4080,2026-01-21,Puente Piedra,Incendio,36,Bomberos,3322,ALTO,1
4081,2026-03-26,Puente Piedra,Accidente de Tránsito,51,SAMU,4389,CRÍTICO,1
4082,2026-02-26,Independencia,Emergencia Médica,25,Bomberos,2306,MEDIO,3
4083,2025-10-13,Independencia,Rescate,25,SAMU,2176,MEDIO,3
4084,2025-12-02,Los Olivos,Emergencia Médica,16,Bomberos,2072,ALTO,3
4085,2026-03-10,Puente Piedra,Rescate,17,Bomberos,1910,ALTO,3
4086,2025-12-24,Puente Piedra,Emergencia Médica,27,Bomberos,434,BAJO,3
4087,2026-02-28,Comas,Rescate,25,SAMU,3959,BAJO,3
4088,2026-06-08,Puente Piedra,Rescate,32,Bomberos,4751,BAJO,3
4089,2025-08-24,Puente Piedra,Incendio,52,SAMU,4336,ALTO,1
4090,2025-09-08,Puente Piedra,Emergencia Médica,54,Patrullero,502,MEDIO,3
4091,2026-02-07,Carabayllo,Incendio,8,SAMU,965,ALTO,1
4092,2025-10-16,Comas,Accidente de Tránsito,7,Bomberos,1229,CRÍTICO,1
4093,2025-07-08,Carabayllo,Rescate,21,Patrullero,1284,BAJO,3
4094,2026-06-18,Independencia,Accidente de Tránsito,46,Patrullero,368,ALTO,1
4095,2026-02-16,Los Olivos,Rescate,8,Bomberos,762,MEDIO,3
4096,2026-02-17,Puente Piedra,Rescate,38,Bomberos,4627,ALTO,3
4097,2026-03-06,Independencia,Emergencia Médica,17,Patrullero,884,BAJO,3
4098,2025-10-12,Carabayllo,Incendio,22,SAMU,4541,CRÍTICO,1
4099,2025-09-17,Puente Piedra,Incendio,48,Ambulancia,1261,CRÍTICO,1
4100,2025-08-10,Independencia,Emergencia Médica,7,SAMU,1439,ALTO,3
4101,2026-05-17,Los Olivos,Emergencia Médica,42,SAMU,3640,MEDIO,3
4102,2025-07-25,Puente Piedra,Rescate,47,Patrullero,2904,BAJO,2
4103,2026-02-09,Carabayllo,Emergencia Médica,6,Bomberos,1918,MEDIO,3
4104,2025-08-25,Carabayllo,Incendio,40,Bomberos,1609,CRÍTICO,1
4105,2026-05-28,Los Olivos,Accidente de Tránsito,54,Patrullero,1897,CRÍTICO,1
4106,2025-11-18,Carabayllo,Rescate,19,SAMU,4921,MEDIO,3
4107,2026-04-28,Independencia,Incendio,21,SAMU,2751,CRÍTICO,1
4108,2025-09-04,Comas,Accidente de Tránsito,34,SAMU,501,CRÍTICO,1
4109,2026-02-05,Independencia,Accidente de Tránsito,57,Ambulancia,4570,CRÍTICO,1
4110,2025-10-22,Comas,Accidente de Tránsito,55,Bomberos,2373,ALTO,1
4111,2026-03-08,Puente Piedra,Rescate,38,Ambulancia,2096,MEDIO,2
4112,2025-08-27,Comas,Emergencia Médica,38,Ambulancia,472,ALTO,3
4113,2025-11-29,Comas,Accidente de Tránsito,19,Ambulancia,4033,CRÍTICO,1
4114,2025-08-03,Carabayllo,Emergencia Médica,46,Bomberos,4230,MEDIO,2
4115,2026-06-07,Comas,Incendio,7,Ambulancia,1962,CRÍTICO,1
4116,2025-09-14,Independencia,Accidente de Tránsito,37,Bomberos,1367,ALTO,1
4117,2025-07-06,Puente Piedra,Rescate,58,Ambulancia,4371,BAJO,2
4118,2026-04-18,Los Olivos,Incendio,22,SAMU,306,ALTO,1
4119,2026-01-16,Carabayllo,Accidente de Tránsito,9,SAMU,2174,ALTO,1
4120,2026-05-29,Independencia,Emergencia Médica,20,SAMU,4834,MEDIO,2
4121,2026-02-08,Comas,Incendio,36,Bomberos,2420,CRÍTICO,1
4122,2025-11-20,Independencia,Accidente de Tránsito,51,Patrullero,515,CRÍTICO,1
4123,2025-10-12,Carabayllo,Rescate,56,Bomberos,4151,BAJO,3
4124,2025-10-09,Los Olivos,Incendio,42,Patrullero,1089,CRÍTICO,1
4125,2025-09-06,Puente Piedra,Accidente de Tránsito,52,Ambulancia,4613,ALTO,1
4126,2025-09-25,Los Olivos,Emergencia Médica,40,SAMU,1683,ALTO,2
4127,2025-10-01,Los Olivos,Incendio,52,Ambulancia,4244,CRÍTICO,1
4128,2025-12-02,Carabayllo,Accidente de Tránsito,22,Bomberos,1523,CRÍTICO,1
4129,2026-01-26,Los Olivos,Rescate,25,Bomberos,4851,MEDIO,3
4130,2026-04-08,Independencia,Rescate,23,SAMU,4984,ALTO,3
4131,2025-08-04,Independencia,Accidente de Tránsito,9,SAMU,3935,ALTO,1
4132,2026-06-14,Comas,Emergencia Médica,38,Bomberos,1373,ALTO,3
4133,2026-06-20,Independencia,Emergencia Médica,22,SAMU,4267,MEDIO,2
4134,2025-07-24,Carabayllo,Emergencia Médica,45,Bomberos,499,MEDIO,3
4135,2025-07-06,Comas,Rescate,6,Ambulancia,395,ALTO,3
4136,2026-03-22,Puente Piedra,Rescate,32,SAMU,1135,BAJO,2
4137,2026-02-15,Puente Piedra,Rescate,24,Bomberos,688,BAJO,2
4138,2026-02-07,Comas,Accidente de Tránsito,21,SAMU,3221,CRÍTICO,1
4139,2026-04-24,Los Olivos,Rescate,37,Patrullero,3449,BAJO,3
4140,2026-03-26,Independencia,Incendio,32,SAMU,4383,ALTO,1
4141,2026-05-23,Independencia,Rescate,25,SAMU,2607,ALTO,2
4142,2026-05-03,Comas,Incendio,41,Patrullero,801,CRÍTICO,1
4143,2026-06-19,Los Olivos,Accidente de Tránsito,39,Patrullero,1457,CRÍTICO,1
4144,2026-01-31,Independencia,Rescate,54,Bomberos,787,ALTO,3
4145,2026-03-20,Puente Piedra,Accidente de Tránsito,18,SAMU,2378,ALTO,1
4146,2026-04-09,Carabayllo,Accidente de Tránsito,36,Bomberos,2919,ALTO,1
4147,2026-04-27,Independencia,Incendio,21,Patrullero,2085,ALTO,1
4148,2026-05-13,Puente Piedra,Accidente de Tránsito,30,Ambulancia,1673,ALTO,1
4149,2025-11-15,Comas,Accidente de Tránsito,7,SAMU,1286,ALTO,1
4150,2025-09-25,Independencia,Emergencia Médica,38,SAMU,4955,MEDIO,3
4151,2026-05-08,Carabayllo,Incendio,24,Bomberos,1053,CRÍTICO,1
4152,2026-02-17,Comas,Rescate,19,Patrullero,2736,MEDIO,2
4153,2026-04-22,Carabayllo,Rescate,37,Patrullero,4850,BAJO,2
4154,2025-10-08,Los Olivos,Accidente de Tránsito,48,SAMU,2644,ALTO,1
4155,2026-03-07,Puente Piedra,Accidente de Tránsito,46,SAMU,4610,CRÍTICO,1
4156,2025-08-03,Independencia,Incendio,36,Patrullero,4279,ALTO,1
4157,2026-06-27,Carabayllo,Incendio,35,Bomberos,551,CRÍTICO,1
4158,2026-01-14,Comas,Emergencia Médica,47,Patrullero,2693,BAJO,2
4159,2025-08-23,Carabayllo,Incendio,34,Ambulancia,2333,ALTO,1
4160,2025-11-15,Independencia,Incendio,8,Patrullero,2955,CRÍTICO,1
4161,2026-04-09,Comas,Incendio,42,Bomberos,4856,CRÍTICO,1
4162,2025-11-24,Carabayllo,Accidente de Tránsito,42,Ambulancia,2086,ALTO,1
4163,2025-11-05,Carabayllo,Rescate,35,Ambulancia,2414,BAJO,3
4164,2026-01-11,Carabayllo,Incendio,28,Ambulancia,3166,CRÍTICO,1
4165,2026-02-11,Independencia,Emergencia Médica,41,SAMU,4751,MEDIO,3
4166,2026-02-12,Comas,Incendio,48,Bomberos,2482,ALTO,1
4167,2026-02-25,Los Olivos,Accidente de Tránsito,38,Ambulancia,1361,CRÍTICO,1
4168,2025-11-24,Los Olivos,Accidente de Tránsito,20,Bomberos,1877,ALTO,1
4169,2025-07-24,Independencia,Incendio,51,Patrullero,4416,ALTO,1
4170,2026-03-15,Independencia,Emergencia Médica,58,Ambulancia,3799,BAJO,2
4171,2025-07-23,Carabayllo,Rescate,13,Ambulancia,2599,MEDIO,3
4172,2025-09-18,Puente Piedra,Rescate,42,SAMU,3260,ALTO,3
4173,2025-10-13,Puente Piedra,Rescate,32,Bomberos,4709,ALTO,3
