FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
2026-03-01,Puente Piedra,Rescate,43,Patrullero,944,BAJO,3
2026-05-29,Comas,Emergencia Médica,54,Patrullero,4366,MEDIO,3
2026-04-16,Carabayllo,Accidente de Tránsito,43,Patrullero,4926,ALTO,1
2026-04-22,Puente Piedra,Accidente de Tránsito,40,SAMU,633,ALTO,1
2026-01-12,Los Olivos,Rescate,34,Ambulancia,2408,BAJO,3
2026-03-10,Puente Piedra,Incendio,23,Bomberos,2367,ALTO,1
2026-06-05,Carabayllo,Incendio,52,SAMU,3761,ALTO,1
2026-03-30,Comas,Accidente de Tránsito,46,Patrullero,2151,CRÍTICO,1
2026-01-24,Carabayllo,Accidente de Tránsito,45,SAMU,1364,CRÍTICO,1
2026-01-12,Comas,Incendio,42,Patrullero,4799,CRÍTICO,1
2026-05-14,Comas,Emergencia Médica,53,SAMU,1366,BAJO,3
2026-02-19,Independencia,Emergencia Médica,6,Patrullero,1095,MEDIO,2
2026-05-01,Independencia,Emergencia Médica,54,Patrullero,2460,BAJO,2
2026-02-08,Comas,Rescate,5,Bomberos,1967,MEDIO,3
2026-03-29,Comas,Incendio,36,Ambulancia,1803,ALTO,1
2026-06-26,Puente Piedra,Rescate,5,Ambulancia,3036,MEDIO,3
2026-03-31,Comas,Emergencia Médica,31,Patrullero,2013,BAJO,2
2026-03-04,Comas,Incendio,54,SAMU,4539,ALTO,1
2026-02-05,Independencia,Emergencia Médica,54,Patrullero,4923,MEDIO,3
2026-04-03,Carabayllo,Incendio,40,Patrullero,1480,ALTO,1
2026-05-13,Los Olivos,Accidente de Tránsito,47,Ambulancia,2363,CRÍTICO,1
2026-04-27,Carabayllo,Rescate,60,Bomberos,4266,ALTO,3
2026-04-11,Carabayllo,Incendio,6,SAMU,2174,CRÍTICO,1
2026-02-28,Los Olivos,Incendio,30,Ambulancia,3814,ALTO,1
2026-01-05,Comas,Emergencia Médica,13,Ambulancia,4290,BAJO,3
2026-06-23,Comas,Accidente de Tránsito,31,SAMU,2769,ALTO,1
2026-06-03,Puente Piedra,Incendio,26,Patrullero,1119,ALTO,1
2026-06-11,Independencia,Incendio,28,Ambulancia,1647,CRÍTICO,1
2026-03-06,Carabayllo,Emergencia Médica,43,SAMU,550,ALTO,2
2026-03-02,Carabayllo,Emergencia Médica,45,Patrullero,454,BAJO,2
2026-01-06,Comas,Incendio,25,SAMU,1314,ALTO,1
2026-06-20,Carabayllo,Emergencia Médica,24,SAMU,1176,BAJO,3
2026-05-19,Comas,Accidente de Tránsito,59,Bomberos,1757,CRÍTICO,1
2026-06-07,Carabayllo,Rescate,21,Bomberos,3370,BAJO,3
2026-01-04,Los Olivos,Accidente de Tránsito,48,Bomberos,2433,ALTO,1
2026-01-02,Carabayllo,Rescate,54,Ambulancia,4598,BAJO,3
2026-04-24,Independencia,Accidente de Tránsito,28,Bomberos,623,ALTO,1
2026-02-17,Puente Piedra,Emergencia Médica,44,Bomberos,1557,BAJO,3
2026-05-05,Los Olivos,Incendio,45,Bomberos,4529,ALTO,1
2026-06-18,Los Olivos,Incendio,23,Bomberos,1116,ALTO,1
2026-03-23,Comas,Accidente de Tránsito,23,Ambulancia,4680,ALTO,1
2026-01-09,Los Olivos,Rescate,40,Patrullero,1507,BAJO,3
2026-05-22,Los Olivos,Accidente de Tránsito,19,SAMU,1440,CRÍTICO,1
2026-01-26,Independencia,Accidente de Tránsito,21,Patrullero,1095,ALTO,1
2026-03-07,Los Olivos,Rescate,11,Ambulancia,1183,BAJO,3
2026-04-25,Independencia,Rescate,40,Ambulancia,1276,BAJO,2
2026-03-11,Puente Piedra,Emergencia Médica,38,Patrullero,2679,BAJO,3
2026-06-18,Los Olivos,Emergencia Médica,14,Ambulancia,334,BAJO,2
2026-05-05,Los Olivos,Rescate,56,Patrullero,2074,MEDIO,3
2026-02-08,Los Olivos,Incendio,11,Ambulancia,4200,CRÍTICO,1
2026-06-08,Independencia,Incendio,31,Ambulancia,1506,CRÍTICO,1
2026-04-10,Comas,Emergencia Médica,43,Bomberos,4800,BAJO,3
2026-05-19,Los Olivos,Rescate,29,SAMU,1608,ALTO,3
2026-02-15,Comas,Incendio,38,SAMU,2498,CRÍTICO,1
2026-01-13,Puente Piedra,Incendio,40,Patrullero,4924,CRÍTICO,1
2026-02-24,Los Olivos,Incendio,42,SAMU,3697,ALTO,1
2026-04-10,Puente Piedra,Rescate,38,Bomberos,3298,BAJO,3
2026-05-15,Los Olivos,Rescate,26,Bomberos,4764,ALTO,2
2026-05-11,Carabayllo,Rescate,13,Bomberos,2335,MEDIO,3
2026-03-07,Carabayllo,Emergencia Médica,54,Ambulancia,2120,MEDIO,3
2026-05-20,Carabayllo,Rescate,53,SAMU,1207,ALTO,2
2026-03-02,Los Olivos,Rescate,36,Patrullero,3890,BAJO,2
2026-04-22,Los Olivos,Accidente de Tránsito,8,Ambulancia,4259,ALTO,1
2026-04-02,Carabayllo,Emergencia Médica,11,Ambulancia,569,MEDIO,2
2026-02-15,Carabayllo,Accidente de Tránsito,57,Ambulancia,435,ALTO,1
2026-01-11,Independencia,Emergencia Médica,27,Patrullero,3415,ALTO,2
2026-04-01,Independencia,Emergencia Médica,38,Patrullero,1559,BAJO,3
2026-05-05,Los Olivos,Accidente de Tránsito,38,SAMU,3184,ALTO,1
2026-03-29,Independencia,Incendio,28,Bomberos,3552,ALTO,1
2026-06-15,Los Olivos,Emergencia Médica,6,Bomberos,408,MEDIO,3
2026-06-18,Los Olivos,Rescate,46,Patrullero,2050,ALTO,3
2026-03-06,Los Olivos,Accidente de Tránsito,53,Patrullero,3009,CRÍTICO,1
2026-04-05,Comas,Emergencia Médica,6,Ambulancia,2621,MEDIO,3
2026-06-24,Independencia,Accidente de Tránsito,60,Patrullero,2587,ALTO,1
2026-03-17,Comas,Incendio,49,Ambulancia,4302,ALTO,1
2026-05-08,Los Olivos,Incendio,20,Patrullero,4934,CRÍTICO,1
2026-02-02,Los Olivos,Rescate,43,Ambulancia,441,ALTO,2
2026-06-07,Carabayllo,Incendio,34,Patrullero,1403,ALTO,1
2026-03-31,Los Olivos,Rescate,26,Bomberos,1888,BAJO,3
2026-05-28,Comas,Rescate,36,Ambulancia,4067,ALTO,2
2026-05-06,Independencia,Emergencia Médica,53,Bomberos,3965,MEDIO,2
2026-05-26,Puente Piedra,Emergencia Médica,21,Bomberos,4863,MEDIO,2
2026-02-03,Los Olivos,Accidente de Tránsito,53,SAMU,1245,ALTO,1
2026-01-29,Los Olivos,Accidente de Tránsito,14,SAMU,4039,CRÍTICO,1
2026-01-28,Los Olivos,Incendio,34,Bomberos,2407,ALTO,1
2026-05-19,Puente Piedra,Accidente de Tránsito,35,Ambulancia,2853,ALTO,1
2026-06-29,Puente Piedra,Emergencia Médica,29,SAMU,3770,BAJO,3
2026-02-12,Puente Piedra,Emergencia Médica,32,SAMU,3655,BAJO,2
2026-04-07,Independencia,Emergencia Médica,50,Ambulancia,3387,MEDIO,3
2026-01-26,Independencia,Rescate,35,Ambulancia,4915,ALTO,3
2026-04-27,Los Olivos,Accidente de Tránsito,26,Ambulancia,2368,ALTO,1
2026-01-06,Los Olivos,Incendio,5,Bomberos,3908,CRÍTICO,1
2026-01-16,Puente Piedra,Accidente de Tránsito,12,Bomberos,4722,CRÍTICO,1
2026-03-10,Carabayllo,Incendio,5,Patrullero,4036,ALTO,1
2026-03-13,Puente Piedra,Accidente de Tránsito,58,SAMU,3648,ALTO,1
2026-01-28,Los Olivos,Incendio,12,Bomberos,1705,CRÍTICO,1
2026-06-03,Independencia,Emergencia Médica,11,Bomberos,2976,MEDIO,3
2026-05-26,Independencia,Incendio,48,Ambulancia,2613,ALTO,1
2026-01-28,Comas,Accidente de Tránsito,14,Ambulancia,4594,CRÍTICO,1
2026-03-27,Carabayllo,Emergencia Médica,40,Ambulancia,3502,BAJO,2
2026-02-01,Independencia,Incendio,35,SAMU,3224,CRÍTICO,1
2026-03-15,Los Olivos,Accidente de Tránsito,49,SAMU,2450,ALTO,1
2026-01-21,Los Olivos,Emergencia Médica,14,Bomberos,3618,BAJO,3
2026-05-31,Independencia,Incendio,14,SAMU,4136,CRÍTICO,1
2026-05-10,Puente Piedra,Emergencia Médica,7,Ambulancia,4258,ALTO,3
2026-05-20,Puente Piedra,Emergencia Médica,37,SAMU,830,BAJO,2
2026-03-11,Los Olivos,Accidente de Tránsito,36,SAMU,1193,ALTO,1
2026-02-08,Los Olivos,Accidente de Tránsito,52,Patrullero,4348,CRÍTICO,1
2026-02-26,Independencia,Emergencia Médica,57,Bomberos,1030,MEDIO,2
2026-03-31,Puente Piedra,Accidente de Tránsito,56,Ambulancia,4869,CRÍTICO,1
2026-04-15,Carabayllo,Emergencia Médica,23,Bomberos,877,BAJO,3
2026-04-20,Comas,Accidente de Tránsito,23,Patrullero,4417,ALTO,1
2026-01-17,Los Olivos,Emergencia Médica,56,Patrullero,1710,MEDIO,2
2026-03-24,Los Olivos,Rescate,14,SAMU,1419,BAJO,3
2026-04-21,Puente Piedra,Accidente de Tránsito,26,Patrullero,891,ALTO,1
2026-05-09,Comas,Incendio,19,Patrullero,3848,CRÍTICO,1
2026-05-02,Carabayllo,Incendio,21,Patrullero,3430,ALTO,1
2026-02-23,Los Olivos,Rescate,9,Patrullero,4457,MEDIO,3
2026-07-02,Carabayllo,Rescate,15,SAMU,1555,MEDIO,3
2026-04-26,Puente Piedra,Rescate,56,SAMU,3506,MEDIO,2
2026-05-01,Puente Piedra,Incendio,24,Patrullero,4593,CRÍTICO,1
2026-01-12,Carabayllo,Rescate,17,Patrullero,4808,MEDIO,3
2026-05-09,Los Olivos,Emergencia Médica,31,Bomberos,4563,BAJO,2
2026-07-01,Carabayllo,Incendio,31,Bomberos,4593,CRÍTICO,1
2026-03-08,Puente Piedra,Accidente de Tránsito,57,Bomberos,2694,CRÍTICO,1
2026-02-01,Comas,Rescate,38,Patrullero,1971,MEDIO,2
2026-03-28,Independencia,Accidente de Tránsito,47,Ambulancia,4877,ALTO,1
2026-03-26,Independencia,Rescate,5,Patrullero,2744,BAJO,3
2026-01-30,Los Olivos,Accidente de Tránsito,13,Ambulancia,1268,ALTO,1
2026-02-01,Puente Piedra,Accidente de Tránsito,16,SAMU,922,CRÍTICO,1
2026-04-19,Los Olivos,Emergencia Médica,23,Bomberos,605,MEDIO,3
2026-03-26,Puente Piedra,Emergencia Médica,19,SAMU,4564,MEDIO,2
2026-04-24,Carabayllo,Incendio,23,SAMU,3843,CRÍTICO,1
2026-06-06,Comas,Accidente de Tránsito,24,Ambulancia,4767,ALTO,1
2026-01-16,Carabayllo,Rescate,35,SAMU,1811,ALTO,3
2026-04-03,Comas,Accidente de Tránsito,10,Ambulancia,4188,CRÍTICO,1
2026-06-18,Independencia,Accidente de Tránsito,50,Patrullero,781,ALTO,1
2026-05-08,Los Olivos,Accidente de Tránsito,57,SAMU,2706,CRÍTICO,1
2026-06-13,Los Olivos,Rescate,56,Patrullero,2647,BAJO,2
2026-02-09,Independencia,Accidente de Tránsito,14,Ambulancia,835,CRÍTICO,1
2026-04-07,Carabayllo,Emergencia Médica,10,SAMU,4804,MEDIO,2
2026-02-22,Independencia,Incendio,37,Patrullero,2818,CRÍTICO,1
2026-01-13,Independencia,Rescate,35,Bomberos,694,BAJO,2
2026-01-11,Puente Piedra,Incendio,55,Patrullero,4506,ALTO,1
2026-05-14,Independencia,Accidente de Tránsito,49,SAMU,313,CRÍTICO,1
2026-01-11,Puente Piedra,Rescate,31,SAMU,2292,MEDIO,3
2026-02-03,Independencia,Emergencia Médica,39,SAMU,2239,ALTO,2
2026-04-02,Independencia,Rescate,48,SAMU,2557,ALTO,3
2026-03-21,Independencia,Rescate,48,SAMU,590,BAJO,2
2026-04-02,Puente Piedra,Accidente de Tránsito,7,Bomberos,3024,CRÍTICO,1
2026-03-10,Los Olivos,Accidente de Tránsito,17,SAMU,2611,CRÍTICO,1
2026-01-01,Carabayllo,Emergencia Médica,38,Patrullero,3646,BAJO,2
2026-04-06,Carabayllo,Rescate,33,Bomberos,2032,MEDIO,3
2026-04-02,Comas,Emergencia Médica,15,Bomberos,2396,MEDIO,3
2026-02-13,Independencia,Emergencia Médica,54,SAMU,3257,ALTO,3
2026-07-03,Comas,Emergencia Médica,60,Bomberos,3742,ALTO,3
2026-04-01,Comas,Incendio,45,SAMU,4032,ALTO,1
2026-06-15,Independencia,Accidente de Tránsito,10,Patrullero,1508,ALTO,1
2026-06-16,Carabayllo,Incendio,38,Patrullero,2294,ALTO,1
2026-02-23,Carabayllo,Incendio,52,SAMU,715,ALTO,1
2026-05-24,Carabayllo,Emergencia Médica,18,Ambulancia,3598,ALTO,2
2026-03-13,Los Olivos,Rescate,52,SAMU,3508,MEDIO,3
2026-05-26,Independencia,Incendio,52,Bomberos,4957,ALTO,1
2026-05-05,Independencia,Rescate,25,Bomberos,3434,BAJO,3
2026-03-30,Comas,Rescate,17,Patrullero,2375,MEDIO,2
2026-04-28,Puente Piedra,Incendio,25,Patrullero,3695,ALTO,1
2026-02-21,Puente Piedra,Rescate,21,Patrullero,2763,BAJO,2
2026-04-23,Carabayllo,Accidente de Tránsito,32,SAMU,867,ALTO,1
2026-05-17,Independencia,Accidente de Tránsito,53,Bomberos,1098,ALTO,1
2026-05-28,Independencia,Incendio,48,Bomberos,3336,CRÍTICO,1
2026-04-10,Independencia,Incendio,57,SAMU,1027,ALTO,1
2026-05-19,Carabayllo,Rescate,26,SAMU,556,BAJO,3
2026-03-02,Comas,Rescate,12,Patrullero,2432,ALTO,3
2026-01-02,Independencia,Accidente de Tránsito,29,SAMU,4901,CRÍTICO,1
2026-03-14,Carabayllo,Rescate,58,Ambulancia,1337,ALTO,2
2026-04-14,Independencia,Incendio,52,SAMU,4168,CRÍTICO,1
2026-05-26,Independencia,Emergencia Médica,13,Patrullero,1194,MEDIO,2
2026-03-21,Independencia,Rescate,5,SAMU,1019,ALTO,3
2026-04-30,Puente Piedra,Accidente de Tránsito,29,Bomberos,454,ALTO,1
2026-06-18,Carabayllo,Rescate,43,Bomberos,506,MEDIO,2
2026-06-11,Carabayllo,Rescate,29,Bomberos,1413,ALTO,3
2026-06-24,Carabayllo,Incendio,22,Ambulancia,4253,CRÍTICO,1
2026-06-04,Los Olivos,Rescate,25,Patrullero,1691,BAJO,2
2026-05-26,Independencia,Accidente de Tránsito,15,Ambulancia,3039,CRÍTICO,1
2026-04-06,Carabayllo,Accidente de Tránsito,11,SAMU,391,CRÍTICO,1
2026-01-05,Los Olivos,Incendio,47,Patrullero,1554,CRÍTICO,1
2026-06-10,Los Olivos,Incendio,39,SAMU,1154,CRÍTICO,1
2026-02-23,Carabayllo,Incendio,29,Bomberos,2977,ALTO,1
2026-06-14,Independencia,Accidente de Tránsito,33,Bomberos,2580,ALTO,1
2026-05-29,Independencia,Incendio,17,Bomberos,433,CRÍTICO,1
2026-01-01,Puente Piedra,Rescate,18,SAMU,831,ALTO,3
2026-01-27,Independencia,Accidente de Tránsito,48,Ambulancia,4204,ALTO,1
2026-05-31,Los Olivos,Accidente de Tránsito,50,Bomberos,2150,CRÍTICO,1
2026-06-24,Los Olivos,Rescate,20,Ambulancia,3717,MEDIO,2
2026-07-06,Comas,Rescate,24,SAMU,840,BAJO,3
2026-03-12,Puente Piedra,Rescate,15,SAMU,3324,BAJO,3
2026-01-24,Los Olivos,Accidente de Tránsito,59,Bomberos,452,CRÍTICO,1
2026-05-04,Los Olivos,Incendio,38,Bomberos,4394,ALTO,1
2026-01-01,Comas,Rescate,51,Bomberos,1054,BAJO,3
2026-02-22,Comas,Incendio,59,Bomberos,3261,ALTO,1
2026-05-10,Los Olivos,Incendio,45,Ambulancia,2375,ALTO,1
2026-01-12,Puente Piedra,Accidente de Tránsito,38,Bomberos,958,CRÍTICO,1
2026-04-10,Los Olivos,Accidente de Tránsito,11,Patrullero,1237,CRÍTICO,1
2026-07-02,Comas,Accidente de Tránsito,6,Bomberos,3907,CRÍTICO,1
2026-04-16,Puente Piedra,Emergencia Médica,16,Ambulancia,333,MEDIO,2
2026-01-06,Carabayllo,Incendio,27,Bomberos,2804,ALTO,1
2026-04-09,Puente Piedra,Incendio,32,Patrullero,3059,ALTO,1
2026-03-11,Independencia,Accidente de Tránsito,22,Patrullero,4246,CRÍTICO,1
2026-03-27,Los Olivos,Emergencia Médica,32,Ambulancia,707,ALTO,2
2026-06-13,Carabayllo,Rescate,58,SAMU,3833,ALTO,3
2026-06-12,Puente Piedra,Emergencia Médica,42,Bomberos,4923,MEDIO,2
2026-05-19,Independencia,Emergencia Médica,31,Ambulancia,1953,BAJO,2
2026-01-01,Carabayllo,Rescate,14,Patrullero,557,ALTO,2
2026-03-30,Comas,Emergencia Médica,54,Ambulancia,3418,MEDIO,3
2026-02-24,Los Olivos,Rescate,48,Ambulancia,2404,MEDIO,3
2026-05-17,Independencia,Incendio,44,Patrullero,2894,ALTO,1
2026-04-14,Los Olivos,Accidente de Tránsito,28,SAMU,4082,CRÍTICO,1
2026-06-08,Puente Piedra,Rescate,38,Patrullero,4086,BAJO,2
2026-01-21,Independencia,Emergencia Médica,56,Patrullero,1643,MEDIO,3
2026-04-09,Los Olivos,Incendio,44,Bomberos,3110,ALTO,1
2026-05-01,Puente Piedra,Emergencia Médica,26,SAMU,4272,ALTO,2
2026-03-21,Los Olivos,Incendio,14,SAMU,1416,ALTO,1
2026-05-26,Carabayllo,Emergencia Médica,56,Patrullero,2659,MEDIO,2
2026-04-19,Independencia,Rescate,41,SAMU,3894,MEDIO,2
2026-03-11,Independencia,Incendio,53,SAMU,3214,CRÍTICO,1
2026-05-20,Puente Piedra,Emergencia Médica,58,SAMU,328,MEDIO,3
2026-05-16,Puente Piedra,Emergencia Médica,54,Patrullero,1758,MEDIO,2
2026-02-05,Comas,Accidente de Tránsito,33,Bomberos,1864,CRÍTICO,1
2026-04-19,Comas,Incendio,11,Ambulancia,2263,ALTO,1
2026-06-14,Comas,Accidente de Tránsito,29,Bomberos,1429,CRÍTICO,1
2026-01-01,Comas,Emergencia Médica,26,Bomberos,2284,BAJO,2
2026-03-21,Carabayllo,Accidente de Tránsito,60,Patrullero,4800,ALTO,1
2026-03-16,Puente Piedra,Incendio,34,Ambulancia,4667,ALTO,1
2026-03-07,Carabayllo,Rescate,58,Bomberos,3857,ALTO,3
2026-03-29,Carabayllo,Incendio,60,Patrullero,3268,CRÍTICO,1
2026-06-03,Los Olivos,Accidente de Tránsito,31,Patrullero,575,CRÍTICO,1
2026-05-09,Carabayllo,Rescate,35,SAMU,3816,MEDIO,2
2026-05-30,Comas,Emergencia Médica,11,Bomberos,1509,ALTO,3
2026-03-05,Carabayllo,Accidente de Tránsito,7,Patrullero,3819,ALTO,1
2026-01-19,Independencia,Accidente de Tránsito,42,Patrullero,1427,CRÍTICO,1
2026-06-01,Carabayllo,Accidente de Tránsito,25,Ambulancia,2032,CRÍTICO,1
2026-06-06,Puente Piedra,Rescate,13,Ambulancia,4043,BAJO,3
2026-02-06,Comas,Rescate,54,Ambulancia,2255,MEDIO,2
2026-06-07,Carabayllo,Emergencia Médica,41,SAMU,4003,MEDIO,2
2026-01-10,Los Olivos,Rescate,6,SAMU,1326,BAJO,2
2026-04-06,Puente Piedra,Rescate,53,SAMU,4927,MEDIO,3
2026-03-13,Comas,Accidente de Tránsito,36,Patrullero,4238,CRÍTICO,1
2026-01-31,Carabayllo,Emergencia Médica,17,Ambulancia,664,BAJO,2
2026-05-02,Comas,Accidente de Tránsito,46,Ambulancia,3825,CRÍTICO,1
2026-01-03,Puente Piedra,Rescate,10,Patrullero,2143,MEDIO,3
2026-06-17,Independencia,Incendio,54,Bomberos,884,CRÍTICO,1
2026-06-09,Carabayllo,Incendio,41,SAMU,582,ALTO,1
2026-02-26,Comas,Emergencia Médica,58,Patrullero,4674,MEDIO,3
2026-03-04,Independencia,Incendio,38,SAMU,4292,CRÍTICO,1
2026-07-04,Carabayllo,Rescate,8,Bomberos,2094,MEDIO,2
2026-03-25,Puente Piedra,Accidente de Tránsito,28,Ambulancia,3561,ALTO,1
2026-05-31,Comas,Emergencia Médica,24,Bomberos,1255,MEDIO,2
2026-04-07,Comas,Rescate,54,Ambulancia,4957,ALTO,3
2026-02-16,Comas,Emergencia Médica,38,Ambulancia,2253,BAJO,3
2026-01-29,Comas,Emergencia Médica,51,Ambulancia,3243,BAJO,2
2026-04-07,Comas,Incendio,33,Bomberos,2028,ALTO,1
2026-05-27,Puente Piedra,Incendio,8,SAMU,3913,ALTO,1
2026-03-24,Independencia,Incendio,35,Patrullero,1396,ALTO,1
2026-04-16,Independencia,Accidente de Tránsito,17,Ambulancia,388,ALTO,1
2026-03-31,Puente Piedra,Rescate,37,Patrullero,1703,ALTO,3
2026-01-17,Independencia,Incendio,51,SAMU,1498,CRÍTICO,1
2026-03-05,Carabayllo,Emergencia Médica,46,SAMU,3785,ALTO,2
2026-05-17,Independencia,Incendio,15,SAMU,705,CRÍTICO,1
2026-06-23,Comas,Accidente de Tránsito,33,Bomberos,3816,CRÍTICO,1
2026-05-31,Los Olivos,Incendio,29,SAMU,1426,ALTO,1
2026-06-19,Carabayllo,Emergencia Médica,59,Ambulancia,2821,MEDIO,3
2026-03-29,Carabayllo,Rescate,30,Bomberos,3378,BAJO,2
2026-06-27,Puente Piedra,Incendio,25,Bomberos,1812,ALTO,1
2026-07-03,Los Olivos,Rescate,6,Patrullero,2293,BAJO,3
2026-06-19,Puente Piedra,Emergencia Médica,50,Ambulancia,1851,BAJO,2
2026-06-28,Independencia,Emergencia Médica,58,Ambulancia,2402,ALTO,2
2026-01-16,Comas,Incendio,33,Bomberos,3873,CRÍTICO,1
2026-05-08,Independencia,Emergencia Médica,60,SAMU,3770,MEDIO,2
2026-06-03,Carabayllo,Emergencia Médica,51,SAMU,4216,MEDIO,2
2026-03-22,Puente Piedra,Emergencia Médica,33,Bomberos,3040,ALTO,3
2026-06-10,Independencia,Accidente de Tránsito,29,Bomberos,2455,CRÍTICO,1
2026-06-18,Los Olivos,Incendio,40,Ambulancia,969,CRÍTICO,1
2026-05-01,Los Olivos,Incendio,55,Bomberos,1013,CRÍTICO,1
2026-04-21,Comas,Rescate,21,Patrullero,1253,MEDIO,2
2026-01-30,Comas,Rescate,54,SAMU,2744,BAJO,2
2026-02-09,Carabayllo,Emergencia Médica,45,Patrullero,2119,BAJO,3
2026-06-02,Independencia,Incendio,57,Ambulancia,2079,CRÍTICO,1
2026-01-16,Comas,Emergencia Médica,17,Patrullero,1721,MEDIO,3
2026-05-27,Los Olivos,Incendio,9,Bomberos,3356,ALTO,1
2026-01-18,Carabayllo,Emergencia Médica,29,Bomberos,1565,ALTO,3
2026-01-14,Los Olivos,Rescate,60,Ambulancia,1410,MEDIO,3
2026-02-10,Los Olivos,Incendio,43,Patrullero,2367,ALTO,1
2026-04-21,Comas,Emergencia Médica,55,Bomberos,1243,BAJO,3
2026-03-20,Comas,Emergencia Médica,45,Ambulancia,2645,MEDIO,2
2026-04-16,Carabayllo,Incendio,19,Bomberos,4226,CRÍTICO,1
2026-02-23,Los Olivos,Accidente de Tránsito,22,Patrullero,1934,ALTO,1
2026-02-17,Comas,Rescate,44,Bomberos,3116,MEDIO,2
2026-05-10,Los Olivos,Accidente de Tránsito,29,SAMU,1646,ALTO,1
2026-05-07,Carabayllo,Incendio,41,Ambulancia,1542,ALTO,1
2026-03-22,Puente Piedra,Emergencia Médica,24,SAMU,3772,BAJO,3
2026-06-12,Los Olivos,Rescate,29,SAMU,3085,BAJO,2
2026-06-21,Comas,Rescate,13,SAMU,1730,BAJO,2
2026-04-26,Carabayllo,Accidente de Tránsito,37,SAMU,4225,ALTO,1
2026-04-19,Independencia,Accidente de Tránsito,40,Ambulancia,450,CRÍTICO,1
2026-01-02,Los Olivos,Incendio,37,SAMU,3378,ALTO,1
2026-01-12,Comas,Incendio,56,Bomberos,1539,ALTO,1
2026-04-21,Independencia,Incendio,15,Bomberos,480,ALTO,1
2026-03-29,Independencia,Accidente de Tránsito,18,SAMU,2427,ALTO,1
2026-05-18,Los Olivos,Incendio,36,Ambulancia,4230,ALTO,1
2026-04-27,Puente Piedra,Incendio,12,Ambulancia,3915,CRÍTICO,1
2026-06-17,Independencia,Rescate,59,Bomberos,1133,BAJO,3
2026-05-04,Carabayllo,Rescate,35,SAMU,2063,MEDIO,2
2026-04-01,Comas,Accidente de Tránsito,41,Ambulancia,858,CRÍTICO,1
2026-02-06,Comas,Rescate,24,Bomberos,3599,MEDIO,3
2026-04-04,Independencia,Emergencia Médica,8,Patrullero,1060,MEDIO,3
2026-01-27,Carabayllo,Emergencia Médica,5,Patrullero,2790,ALTO,2
2026-05-13,Carabayllo,Rescate,44,Ambulancia,4582,MEDIO,3
2026-02-18,Carabayllo,Emergencia Médica,17,Bomberos,1520,BAJO,3
2026-05-02,Puente Piedra,Rescate,25,Ambulancia,4823,MEDIO,3
2026-06-19,Carabayllo,Incendio,51,Bomberos,3529,ALTO,1
2026-05-26,Puente Piedra,Accidente de Tránsito,23,SAMU,1632,ALTO,1
2026-06-27,Carabayllo,Rescate,25,Bomberos,4774,MEDIO,2
2026-01-15,Independencia,Accidente de Tránsito,52,Ambulancia,2293,ALTO,1
2026-02-20,Comas,Emergencia Médica,24,SAMU,3433,BAJO,3
2026-02-26,Comas,Emergencia Médica,37,Patrullero,1498,MEDIO,2
2026-06-20,Comas,Accidente de Tránsito,33,Ambulancia,4831,ALTO,1
2026-05-22,Puente Piedra,Rescate,24,Bomberos,1760,BAJO,3
2026-05-15,Puente Piedra,Incendio,14,Ambulancia,3241,CRÍTICO,1
2026-01-04,Independencia,Emergencia Médica,15,Bomberos,680,MEDIO,3
2026-05-07,Carabayllo,Incendio,36,SAMU,2237,ALTO,1
2026-01-23,Los Olivos,Incendio,46,Bomberos,1168,ALTO,1
2026-02-14,Carabayllo,Rescate,16,Patrullero,1465,ALTO,3
2026-06-07,Carabayllo,Incendio,47,Ambulancia,3610,ALTO,1
2026-05-26,Los Olivos,Emergencia Médica,34,SAMU,303,BAJO,3
2026-03-02,Puente Piedra,Rescate,54,Patrullero,4795,MEDIO,3
2026-01-04,Independencia,Accidente de Tránsito,8,Patrullero,1538,CRÍTICO,1
2026-06-03,Los Olivos,Accidente de Tránsito,59,SAMU,3170,CRÍTICO,1
2026-01-06,Comas,Emergencia Médica,20,SAMU,4668,ALTO,3
2026-02-03,Independencia,Rescate,15,SAMU,2435,BAJO,3
2026-07-04,Comas,Accidente de Tránsito,52,SAMU,2928,CRÍTICO,1
2026-01-19,Comas,Incendio,56,SAMU,3681,CRÍTICO,1
2026-03-21,Carabayllo,Rescate,32,SAMU,1414,BAJO,3
2026-05-05,Carabayllo,Rescate,55,Patrullero,3137,ALTO,2
2026-03-29,Puente Piedra,Accidente de Tránsito,47,Patrullero,881,CRÍTICO,1
2026-04-16,Los Olivos,Rescate,19,Ambulancia,4094,MEDIO,2
2026-06-14,Carabayllo,Accidente de Tránsito,19,Bomberos,813,CRÍTICO,1
2026-02-08,Independencia,Emergencia Médica,47,Bomberos,2018,ALTO,3
2026-06-21,Independencia,Incendio,12,Ambulancia,3921,ALTO,1
2026-06-26,Comas,Accidente de Tránsito,42,Ambulancia,1853,CRÍTICO,1
2026-01-30,Puente Piedra,Rescate,38,Bomberos,1546,MEDIO,2
2026-02-18,Los Olivos,Emergencia Médica,55,Bomberos,1885,MEDIO,2
2026-05-30,Puente Piedra,Accidente de Tránsito,17,Bomberos,768,CRÍTICO,1
2026-07-01,Puente Piedra,Incendio,56,SAMU,4336,ALTO,1
